source_dataset,fusion_type,age,monthly_income,debt_ratio,credit_amount,loan_duration_months,late_payment_count,credit_lines,dependents,sex,housing,job,saving_accounts,checking_account,purpose,protected_group,age_group,income_group,risk_bucket,repaid,surname,postcode,state,geography,census_tract,surname_prob_group_a,surname_prob_group_b,tract_prob_group_a,tract_prob_group_b,bisg_prob_group_a,bisg_prob_group_b
give_me_some_credit,gmsc_observed_behavior_enriched_context,36,7400.0,0.236319416,1068.2180961785239,16.0,0.0,5.0,2.0,male,own,2,quite rich,unknown,radio/TV,male,35 and over,Higher income,observed_good,1,Oliver,93735,ID,Lake Melissafurt,ID-491457,0.4480689912000037,0.5519310087999962,0.6283111933190207,0.37168880668097926,0.5561308549383687,0.4438691450616314
give_me_some_credit,gmsc_observed_behavior_enriched_context,58,6583.0,0.386846902,941.8074412966853,6.0,0.0,9.0,1.0,male,own,3,little,moderate,furniture/equipment,male,35 and over,Higher income,observed_good,1,Kirk,03892,MO,Edwardtown,MO-428240,0.6710220144184247,0.3289779855815753,0.6423686385733546,0.3576313614266454,0.7698459837653456,0.2301540162346545
give_me_some_credit,gmsc_observed_behavior_enriched_context,64,11159.0,0.008064516,1616.494048163101,9.0,0.0,5.0,0.0,male,rent,2,little,moderate,furniture/equipment,male,35 and over,Higher income,observed_good,1,Green,96561,MA,West Maryton,MA-502938,0.6447858138386873,0.35521418616131273,0.590949114292631,0.409050885707369,0.7053817367433489,0.29461826325665114
give_me_some_credit,gmsc_observed_behavior_enriched_context,51,5400.0,5.0,3699.5519511232687,39.0,0.0,8.0,3.0,male,free,2,little,little,car,male,35 and over,Higher income,good_watch,1,Shaw,80456,CA,Huynhchester,CA-164712,0.563522265053782,0.436477734946218,0.556413379455883,0.443586620544117,0.5965375895742093,0.4034624104257906
give_me_some_credit,gmsc_observed_behavior_enriched_context,51,7000.0,0.360662762,16542.147301020665,58.0,2.0,13.0,1.0,male,free,3,unknown,unknown,car,male,35 and over,Higher income,good_watch,1,Hughes,74021,MD,Tuckerview,MD-731260,0.5579295882703363,0.44207041172966366,0.6651384404910688,0.33486155950893115,0.6959345504045417,0.3040654495954583
give_me_some_credit,gmsc_observed_behavior_enriched_context,63,2353.0,0.299915038,1339.3761273418334,5.0,0.0,3.0,0.0,male,free,3,little,little,furniture/equipment,male,35 and over,Lower income,observed_good,1,Leonard,13347,MA,South Joshua,MA-476708,0.6389288483549622,0.3610711516450378,0.523842280331201,0.47615771966879905,0.6399461917064578,0.36005380829354205
give_me_some_credit,gmsc_observed_behavior_enriched_context,28,2383.0,0.394295302,5060.093180528688,33.0,1.0,8.0,1.0,female,own,2,quite rich,little,furniture/equipment,female,Under 35,Lower income,observed_bad,0,Morgan,75980,PA,Valenciastad,PA-154776,0.48745640230963316,0.5125435976903668,0.3908682982171515,0.6091317017828485,0.357811005822793,0.642188994177207
give_me_some_credit,gmsc_observed_behavior_enriched_context,44,5400.0,5.0,8463.756740275723,36.0,0.0,5.0,0.0,male,own,3,rich,unknown,car,male,35 and over,Higher income,good_watch,1,Summers,21240,NM,Romerofurt,NM-103179,0.499553827270078,0.500446172729922,0.3534959973038685,0.6465040026961315,0.33258404480289,0.66741595519711
give_me_some_credit,gmsc_observed_behavior_enriched_context,44,7658.0,0.08617313,1317.8153112102439,24.0,0.0,4.0,1.0,female,own,1,rich,unknown,radio/TV,female,35 and over,Higher income,observed_good,1,Gill,85319,IL,Campbelltown,IL-586071,0.30854927760067385,0.6914507223993261,0.5110360498556257,0.4889639501443743,0.29863886064265366,0.7013611393573463
give_me_some_credit,gmsc_observed_behavior_enriched_context,59,1400.0,0.306923626,2465.1112398020477,40.0,0.0,5.0,0.0,male,own,2,quite rich,unknown,radio/TV,male,35 and over,Lower income,observed_good,1,Hunt,02754,UT,East Lisaville,UT-699630,0.635889972941726,0.364110027058274,0.6230762707172776,0.37692372928272244,0.7249533473874357,0.27504665261256434
give_me_some_credit,gmsc_observed_behavior_enriched_context,47,7890.0,0.166138639,4532.801244558976,25.0,0.0,10.0,2.0,male,free,2,little,little,car,male,35 and over,Higher income,observed_bad,0,Campbell,47997,WA,Wangburgh,WA-592594,0.5766439000374524,0.42335609996254764,0.33313092868263583,0.6668690713173642,0.38317918336315765,0.6168208166368424
give_me_some_credit,gmsc_observed_behavior_enriched_context,39,9166.0,0.262354096,2616.9869669173386,24.0,0.0,10.0,0.0,male,own,2,unknown,unknown,car,male,35 and over,Higher income,observed_good,1,Stevenson,06884,NJ,South Justin,NJ-748402,0.8155660076938851,0.1844339923061149,0.46634672591919263,0.5336532740808073,0.7791543016218236,0.22084569837817639
give_me_some_credit,gmsc_observed_behavior_enriched_context,45,5400.0,5.0,5453.059713914355,6.0,0.0,2.0,0.0,male,own,3,little,unknown,car,male,35 and over,Higher income,good_watch,1,Dyer,79888,DE,Michaelberg,DE-781076,0.5304088843501313,0.46959111564986866,0.6301209376632525,0.3698790623367475,0.6372602636999671,0.3627397363000328
give_me_some_credit,gmsc_observed_behavior_enriched_context,47,5400.0,5.0,3947.242463662002,42.0,0.0,5.0,0.0,male,own,2,quite rich,unknown,furniture/equipment,male,35 and over,Higher income,good_watch,1,Bruce,12961,KY,Mollyview,KY-884768,0.5702036053084041,0.4297963946915959,0.5227589358534841,0.4772410641465159,0.5702206950221717,0.42977930497782835
give_me_some_credit,gmsc_observed_behavior_enriched_context,63,4000.0,0.441139715,3765.0741055669096,31.0,0.0,10.0,0.0,male,own,2,unknown,unknown,radio/TV,male,35 and over,Lower income,observed_good,1,Mclaughlin,50726,NH,East Randall,NH-984379,0.5725503557179064,0.42744964428209364,0.5466299250484945,0.4533700749515055,0.5958730367320068,0.4041269632679933
give_me_some_credit,gmsc_observed_behavior_enriched_context,46,5250.0,0.267377642,1287.6232051778359,6.0,0.0,5.0,2.0,male,own,0,little,rich,car,male,35 and over,Higher income,observed_good,1,Dixon,28192,AZ,South Jeffreyport,AZ-896313,0.6050756358015005,0.3949243641984995,0.6495170957765823,0.35048290422341766,0.7216272066272663,0.27837279337273363
give_me_some_credit,gmsc_observed_behavior_enriched_context,73,4260.0,0.483923962,1001.7544710314997,6.0,0.0,16.0,0.0,male,own,2,little,rich,car,male,35 and over,Lower income,observed_good,1,Taylor,31844,ND,Christopherfurt,ND-816178,0.4433121073605336,0.5566878926394664,0.5270248819447225,0.4729751180552775,0.44755494370269,0.55244505629731
give_me_some_credit,gmsc_observed_behavior_enriched_context,50,8916.0,0.251429853,2179.5215529874217,22.0,0.0,12.0,0.0,male,own,1,little,moderate,radio/TV,male,35 and over,Higher income,observed_good,1,Scott,74759,FL,Mcintoshburgh,FL-487874,0.5322784747221688,0.4677215252778312,0.5861162672731631,0.4138837327268369,0.5953670718799832,0.40463292812001683
give_me_some_credit,gmsc_observed_behavior_enriched_context,33,2000.0,0.230884558,925.7722903031815,17.0,0.0,3.0,0.0,male,own,2,unknown,unknown,radio/TV,male,Under 35,Lower income,observed_good,1,Russell,89124,NJ,Brandiport,NJ-553409,0.6227659418878395,0.3772340581121605,0.4102906875623139,0.5897093124376861,0.5118757992606218,0.48812420073937823
give_me_some_credit,gmsc_observed_behavior_enriched_context,50,12540.0,0.324615262,2933.2776511549796,25.0,0.0,6.0,3.0,male,free,2,little,rich,furniture/equipment,male,35 and over,Higher income,observed_good,1,Roberts,96776,FL,Jaystad,FL-654440,0.5067236571580576,0.49327634284194244,0.5821858256942937,0.41781417430570633,0.5665085747261195,0.43349142527388057
give_me_some_credit,gmsc_observed_behavior_enriched_context,52,4034.0,0.707063197,6100.376726989192,37.0,0.0,10.0,0.0,male,free,2,little,little,car,male,35 and over,Lower income,good_watch,1,Young,20345,SC,Lake Mark,SC-252507,0.6190188743786226,0.3809811256213774,0.3793391588024228,0.6206608411975771,0.47552030499949755,0.5244796950005024
give_me_some_credit,gmsc_observed_behavior_enriched_context,29,15000.0,0.115058996,980.935140561655,13.0,0.0,16.0,0.0,female,own,2,rich,unknown,furniture/equipment,female,Under 35,Higher income,observed_good,1,Cook,86853,IL,North Lindseybury,IL-709885,0.4696715967973747,0.5303284032026253,0.3043892184334538,0.6956107815665462,0.26134786345347805,0.7386521365465218
give_me_some_credit,gmsc_observed_behavior_enriched_context,62,5400.0,5.0,8057.209556245694,23.0,0.0,8.0,0.0,male,free,2,little,unknown,radio/TV,male,35 and over,Higher income,good_watch,1,Wallace,32466,MD,Georgefurt,MD-629434,0.5801871067554928,0.4198128932445072,0.4795880384987334,0.5204119615012666,0.5376335214615365,0.46236647853846347
give_me_some_credit,gmsc_observed_behavior_enriched_context,42,4222.0,0.354487331,1469.874527455355,8.0,0.0,12.0,2.0,male,own,2,moderate,little,repairs,male,35 and over,Lower income,observed_good,1,Jefferson,51754,OK,New Kimberly,OK-568175,0.655113641358281,0.344886358641719,0.6058594662489032,0.3941405337510968,0.7272084707524493,0.27279152924755073
give_me_some_credit,gmsc_observed_behavior_enriched_context,49,13583.0,0.235350412,2298.729841274394,27.0,0.0,12.0,1.0,male,rent,1,little,little,radio/TV,male,35 and over,Higher income,observed_good,1,Larson,17157,AZ,Cooperhaven,AZ-850868,0.5172644404948535,0.48273555950514646,0.5462976811240944,0.4537023188759056,0.5408534711278498,0.45914652887215024
give_me_some_credit,gmsc_observed_behavior_enriched_context,42,5400.0,0.0,1950.5182583228832,6.0,0.0,1.0,0.0,male,own,1,quite rich,unknown,radio/TV,male,35 and over,Higher income,observed_good,1,Ward,42159,PA,Villarrealton,PA-718448,0.39481487892467515,0.6051851210753249,0.44528790518211725,0.5547120948178828,0.32346909766443666,0.6765309023355633
give_me_some_credit,gmsc_observed_behavior_enriched_context,60,7500.0,0.168244234,382.1728416464723,6.0,0.0,8.0,0.0,male,own,2,unknown,moderate,radio/TV,male,35 and over,Higher income,observed_good,1,Bowers,76854,WI,Thompsonshire,WI-939171,0.5133660069639024,0.48663399303609756,0.6452979657139071,0.3547020342860929,0.6366565667915622,0.3633434332084378
give_me_some_credit,gmsc_observed_behavior_enriched_context,31,3000.0,0.084971676,605.8191013029681,4.0,0.0,4.0,0.0,female,rent,1,little,unknown,furniture/equipment,female,Under 35,Lower income,observed_good,1,Guzman,29340,MS,Deniseshire,MS-978859,0.37744448189123925,0.6225555181087608,0.49825008256497527,0.5017499174350247,0.354701141107679,0.6452988588923211
give_me_some_credit,gmsc_observed_behavior_enriched_context,37,5700.0,0.614278197,5271.312320242479,14.0,0.0,8.0,0.0,female,own,2,unknown,unknown,car,female,35 and over,Higher income,good_watch,1,Marsh,18077,AR,East Crystal,AR-842778,0.2474263948478796,0.7525736051521204,0.5854066372440645,0.4145933627559355,0.2976724643578511,0.7023275356421489
give_me_some_credit,gmsc_observed_behavior_enriched_context,60,7300.0,0.103547459,1345.6406845790511,4.0,0.0,10.0,1.0,male,own,1,little,unknown,car,male,35 and over,Higher income,observed_good,1,Villa,72906,AS,Watsontown,AS-368116,0.5293318372827429,0.4706681627172571,0.43311118372127544,0.5668888162787246,0.43961234929981263,0.5603876507001874
give_me_some_credit,gmsc_observed_behavior_enriched_context,43,4035.0,0.545589693,2521.8133502953942,19.0,0.0,8.0,1.0,male,own,2,unknown,moderate,business,male,35 and over,Lower income,observed_good,1,Richardson,56664,MN,New Courtney,MN-270071,0.5599030659049476,0.44009693409505235,0.7121145283519017,0.2878854716480983,0.7418135101996008,0.25818648980039915
give_me_some_credit,gmsc_observed_behavior_enriched_context,72,5267.0,0.311883068,4641.83586459912,24.0,1.0,10.0,1.0,female,own,2,unknown,moderate,radio/TV,female,35 and over,Higher income,good_watch,1,Cook,47858,WY,North Phillipfort,WY-369379,0.5620761342808648,0.4379238657191352,0.6498304414008238,0.3501695585991762,0.6850023861702121,0.3149976138297878
give_me_some_credit,gmsc_observed_behavior_enriched_context,71,5400.0,5.0,5422.958139161183,50.0,0.0,17.0,0.0,male,own,3,unknown,unknown,business,male,35 and over,Higher income,good_watch,1,Dixon,64673,NE,Johnport,NE-741317,0.4260689543744012,0.5739310456255988,0.6493956518922915,0.35060434810770846,0.5566178227894252,0.4433821772105749
give_me_some_credit,gmsc_observed_behavior_enriched_context,39,6240.0,0.056561448,1116.083771413587,36.0,0.0,4.0,0.0,male,own,2,quite rich,unknown,car,male,35 and over,Higher income,observed_good,1,Trevino,98384,NJ,Murrayborough,NJ-877864,0.5488526024521846,0.4511473975478154,0.5985444332770938,0.40145556672290617,0.6234953141464469,0.37650468585355323
give_me_some_credit,gmsc_observed_behavior_enriched_context,42,3800.0,0.415153907,1384.6480487931854,25.0,0.0,15.0,3.0,female,own,2,little,unknown,radio/TV,female,35 and over,Lower income,observed_good,1,Romero,16193,IL,West Stephaniechester,IL-892138,0.5728091332050426,0.42719086679495744,0.5195722837245407,0.4804277162754593,0.5696986726234955,0.43030132737650456
give_me_some_credit,gmsc_observed_behavior_enriched_context,70,5160.0,0.461732222,2567.5180145391632,31.0,0.0,9.0,0.0,male,own,2,moderate,moderate,business,male,35 and over,Higher income,observed_good,1,Joseph,15066,AR,East Kyle,AR-715583,0.4825352796620196,0.5174647203379804,0.5796799605615026,0.4203200394384974,0.5400498825247325,0.45995011747526743
give_me_some_credit,gmsc_observed_behavior_enriched_context,48,4500.0,0.738946901,6695.817416089443,35.0,0.0,9.0,0.0,female,own,2,quite rich,unknown,furniture/equipment,female,35 and over,Lower income,good_watch,1,Beck,91514,IL,North Angela,IL-712914,0.5136221759280324,0.4863778240719676,0.29522088753583864,0.7047791124641614,0.28767818412661667,0.7123218158733834
give_me_some_credit,gmsc_observed_behavior_enriched_context,72,1584.0,0.076340694,1701.0495856700843,18.0,0.0,11.0,0.0,male,free,3,little,little,radio/TV,male,35 and over,Lower income,observed_good,1,Griffin,80131,VI,North Marcus,VI-956743,0.6997718008352952,0.3002281991647048,0.46816120233320324,0.5318387976667968,0.6519574890782929,0.34804251092170707
give_me_some_credit,gmsc_observed_behavior_enriched_context,57,10000.0,0.00839916,1275.6614474142257,6.0,0.0,7.0,2.0,female,own,2,little,unknown,education,female,35 and over,Higher income,observed_good,1,Parsons,22630,AK,Darrylshire,AK-717176,0.2737585723417181,0.7262414276582819,0.4475159803313365,0.5524840196686636,0.2179970246999518,0.7820029753000481
give_me_some_credit,gmsc_observed_behavior_enriched_context,35,5400.0,5.0,5984.011163465361,17.0,0.0,10.0,0.0,female,own,2,unknown,unknown,car,female,35 and over,Higher income,good_watch,1,Evans,93337,WV,Tylerberg,WV-226876,0.48726543210314166,0.5127345678968583,0.33635418170776665,0.6636458182922333,0.3054321629867044,0.6945678370132955
give_me_some_credit,gmsc_observed_behavior_enriched_context,34,6000.0,0.329945009,2345.0641550590185,13.0,0.0,4.0,0.0,female,own,2,little,little,car,female,Under 35,Higher income,observed_good,1,Saunders,38915,TX,North Summerton,TX-550145,0.5762889878028921,0.42371101219710794,0.6321839246589366,0.3678160753410634,0.6809467291387263,0.31905327086127366
give_me_some_credit,gmsc_observed_behavior_enriched_context,53,1600.0,0.647720175,5068.606234780349,12.0,0.0,9.0,0.0,female,own,2,unknown,unknown,car,female,35 and over,Lower income,good_watch,1,Hayes,75722,NE,Wrightbury,NE-422808,0.4249287159482749,0.5750712840517251,0.520042228748598,0.47995777125140204,0.42228758179197146,0.5777124182080285
give_me_some_credit,gmsc_observed_behavior_enriched_context,55,10373.0,0.114999036,1125.821496400951,11.0,0.0,6.0,0.0,female,own,2,unknown,unknown,radio/TV,female,35 and over,Higher income,observed_good,1,Crawford,97921,KY,North Christopher,KY-673277,0.5986759971221287,0.4013240028778713,0.6738817776893156,0.32611822231068444,0.7378294063646482,0.26217059363535183
give_me_some_credit,gmsc_observed_behavior_enriched_context,52,1958.0,0.222052067,2933.7395901302134,48.0,1.0,1.0,0.0,male,own,2,unknown,moderate,radio/TV,male,35 and over,Lower income,good_watch,1,Snyder,14675,KS,Mendozachester,KS-672250,0.6034221784795587,0.3965778215204413,0.6348168356609946,0.36518316433900544,0.7071647064703626,0.29283529352963744
give_me_some_credit,gmsc_observed_behavior_enriched_context,40,3850.0,0.725525837,15873.526248369231,55.0,0.0,12.0,4.0,male,free,3,unknown,unknown,car,male,35 and over,Lower income,good_watch,1,Watson,18850,SC,East Jasonbury,SC-364942,0.7169357165112857,0.28306428348871426,0.3723945234712665,0.6276054765287336,0.5784284373714899,0.4215715626285102
give_me_some_credit,gmsc_observed_behavior_enriched_context,42,5500.0,0.197600436,3254.5204318622036,5.0,0.0,7.0,1.0,male,rent,2,little,little,car,male,35 and over,Higher income,observed_good,1,Russo,67460,HI,West Stanleyview,HI-369727,0.5982464824885219,0.40175351751147814,0.6968371416644297,0.30316285833557033,0.7575725297265696,0.24242747027343026
give_me_some_credit,gmsc_observed_behavior_enriched_context,59,5485.0,0.004739336,3006.324641854583,6.0,0.0,6.0,0.0,male,rent,2,little,little,car,male,35 and over,Higher income,observed_good,1,Wood,98016,CO,Joannaland,CO-179928,0.7252538702306617,0.2747461297693383,0.4859215777643988,0.5140784222356012,0.6949399327728127,0.30506006722718726
give_me_some_credit,gmsc_observed_behavior_enriched_context,39,0.0,5.0,7669.291137608184,49.0,0.0,8.0,1.0,male,own,3,unknown,unknown,business,male,35 and over,Lower income,good_watch,1,Suarez,28276,FL,West Lori,FL-363925,0.5700000028631923,0.4299999971368077,0.7037438989695053,0.2962561010304947,0.7419277779834931,0.25807222201650704
give_me_some_credit,gmsc_observed_behavior_enriched_context,26,5400.0,5.0,7305.167282113039,25.0,0.0,8.0,0.0,female,rent,2,rich,moderate,car,female,Under 35,Higher income,good_watch,1,Wilson,00841,CA,Sawyerfurt,CA-844942,0.32322043659618327,0.6767795634038167,0.6409703580065649,0.3590296419934351,0.43770984863642365,0.5622901513635763
give_me_some_credit,gmsc_observed_behavior_enriched_context,51,3416.0,0.163593796,1761.4898059640411,10.0,0.0,6.0,0.0,male,own,1,little,little,radio/TV,male,35 and over,Lower income,observed_good,1,Robinson,03986,KY,South Thomasville,KY-689617,0.4768999619779725,0.5231000380220274,0.7022029000600143,0.2977970999399857,0.6624687022837397,0.3375312977162603
give_me_some_credit,gmsc_observed_behavior_enriched_context,61,10837.0,0.247278096,1250.2545436689395,23.0,0.0,11.0,0.0,female,own,2,little,little,radio/TV,female,35 and over,Higher income,observed_good,1,West,56548,MO,North Jeremy,MO-948828,0.5618363465157512,0.4381636534842488,0.5888075586238548,0.4111924413761452,0.626358765466244,0.37364123453375603
give_me_some_credit,gmsc_observed_behavior_enriched_context,64,8600.0,0.575630741,776.6511124851803,7.0,0.0,35.0,0.0,male,own,1,little,little,car,male,35 and over,Higher income,observed_good,1,York,23201,CO,Rachelfort,CO-933686,0.6398689637304664,0.3601310362695336,0.5920062014386683,0.40799379856133167,0.7018308824137757,0.29816911758622433
give_me_some_credit,gmsc_observed_behavior_enriched_context,63,5400.0,0.0,1237.9233455816825,12.0,0.0,2.0,0.0,male,own,2,little,unknown,education,male,35 and over,Higher income,observed_good,1,Doyle,31825,ME,Lewisberg,ME-871139,0.5089398550288226,0.49106014497117745,0.5387612265328993,0.46123877346710074,0.5250018546320913,0.47499814536790874
give_me_some_credit,gmsc_observed_behavior_enriched_context,83,5400.0,1.0,11484.851679936417,37.0,0.0,10.0,0.0,male,free,2,unknown,unknown,car,male,35 and over,Higher income,good_watch,1,Burnett,99873,VI,Margaretbury,VI-261717,0.7204300815059415,0.27956991849405854,0.7662118692226322,0.23378813077736782,0.8851988120974433,0.11480118790255663
give_me_some_credit,gmsc_observed_behavior_enriched_context,56,2750.0,0.011632134,535.9512594362378,13.0,0.0,3.0,1.0,male,own,2,quite rich,unknown,radio/TV,male,35 and over,Lower income,observed_good,1,Wright,70232,VT,Port Shaun,VT-400521,0.504603236211257,0.495396763788743,0.5726856987010697,0.42731430129893033,0.5548290646839185,0.4451709353160815
give_me_some_credit,gmsc_observed_behavior_enriched_context,49,3600.0,0.145792835,4880.741587230164,24.0,0.0,8.0,2.0,male,own,2,unknown,unknown,car,male,35 and over,Lower income,observed_good,1,Carlson,15269,NV,Lake Kaitlyn,NV-151735,0.5861976991863621,0.4138023008136379,0.49376640391968,0.5062335960803199,0.5578162635017726,0.4421837364982275
give_me_some_credit,gmsc_observed_behavior_enriched_context,47,9669.0,0.208066184,2472.4820782828547,22.0,0.0,8.0,3.0,male,own,2,moderate,unknown,radio/TV,male,35 and over,Higher income,observed_good,1,Gilbert,67653,VI,Jessicaburgh,VI-184177,0.5834283250138687,0.41657167498613135,0.5930297070966996,0.40697029290330045,0.6507501974628813,0.3492498025371188
give_me_some_credit,gmsc_observed_behavior_enriched_context,34,1734.0,0.346397695,3752.9614114579904,20.0,0.0,7.0,4.0,female,rent,1,little,little,furniture/equipment,female,Under 35,Lower income,observed_good,1,Smith,28268,MT,Simmonsstad,MT-307955,0.3269529806804484,0.6730470193195516,0.5978598524739436,0.4021401475260564,0.3973612605464857,0.6026387394535144
give_me_some_credit,gmsc_observed_behavior_enriched_context,29,3800.0,0.187056038,1560.3534078822775,10.0,0.0,5.0,0.0,male,own,2,little,moderate,business,male,Under 35,Lower income,observed_good,1,Brown,86437,NC,East Natashaland,NC-352124,0.528950807713437,0.47104919228656295,0.673441319590711,0.32655868040928904,0.6788943130159275,0.3211056869840726
give_me_some_credit,gmsc_observed_behavior_enriched_context,50,4585.0,0.640427388,5319.312763048494,37.0,1.0,9.0,1.0,female,own,1,little,moderate,business,female,35 and over,Lower income,good_watch,1,Mitchell,82105,IL,Christopherbury,IL-113851,0.6980329576066745,0.3019670423933255,0.32966800620834436,0.6703319937916556,0.5093070455373554,0.4906929544626446
give_me_some_credit,gmsc_observed_behavior_enriched_context,62,7500.0,0.307292361,4093.7688140433124,36.0,0.0,15.0,0.0,male,own,2,unknown,unknown,radio/TV,male,35 and over,Higher income,observed_good,1,Rivera,22778,TN,Port Aaronfort,TN-858550,0.44777331105813695,0.552226688941863,0.6696369239363964,0.3303630760636036,0.6000906650256426,0.39990933497435743
give_me_some_credit,gmsc_observed_behavior_enriched_context,28,5000.0,0.304939012,2033.6884005281381,21.0,0.0,9.0,0.0,male,own,2,rich,moderate,furniture/equipment,male,Under 35,Higher income,observed_good,1,Diaz,35661,MH,Ramoston,MH-574304,0.6025157577284155,0.3974842422715845,0.6227205326368096,0.3772794673631904,0.6955172117996639,0.3044827882003362
give_me_some_credit,gmsc_observed_behavior_enriched_context,77,4990.0,0.002604688,2086.503479661586,28.0,0.0,2.0,0.0,male,own,2,unknown,unknown,radio/TV,male,35 and over,Lower income,observed_good,1,Lucero,48218,KS,North Meganborough,KS-690232,0.4245617437372192,0.5754382562627808,0.49854369986140434,0.5014563001385957,0.4010892383649156,0.5989107616350843
give_me_some_credit,gmsc_observed_behavior_enriched_context,49,4000.0,0.252936766,1147.2649338254244,23.0,0.0,9.0,1.0,male,own,2,little,unknown,business,male,35 and over,Lower income,observed_good,1,Kelley,15697,HI,South Glenn,HI-688199,0.44673108248612775,0.5532689175138723,0.4410677081143407,0.5589322918856593,0.3677814493813341,0.6322185506186659
give_me_some_credit,gmsc_observed_behavior_enriched_context,53,9050.0,0.342614076,1967.3616105403985,12.0,0.0,19.0,1.0,male,own,2,little,little,furniture/equipment,male,35 and over,Higher income,observed_bad,0,Collins,54822,MP,Davidtown,MP-970023,0.398571226289417,0.601428773710583,0.7116104242476481,0.2883895757523519,0.5988720438533387,0.4011279561466612
give_me_some_credit,gmsc_observed_behavior_enriched_context,63,7609.0,0.398948752,1354.7738835782466,14.0,0.0,22.0,0.0,male,own,2,little,unknown,education,male,35 and over,Higher income,observed_good,1,Watts,65233,AR,North Theresa,AR-232598,0.6341070973829955,0.36589290261700447,0.7234602833042195,0.2765397166957805,0.8054229676449505,0.19457703235504945
give_me_some_credit,gmsc_observed_behavior_enriched_context,30,3678.0,0.079097581,4614.445025637178,13.0,0.0,3.0,0.0,male,free,2,little,little,car,male,Under 35,Lower income,observed_good,1,Perry,75280,CO,Danielleberg,CO-408412,0.4528612391370904,0.5471387608629096,0.7283725802072326,0.2716274197927674,0.6695688572245316,0.3304311427754684
give_me_some_credit,gmsc_observed_behavior_enriched_context,59,16733.0,0.243575953,3830.4206340491405,12.0,0.0,14.0,0.0,male,own,1,little,little,car,male,35 and over,Higher income,observed_good,1,Mosley,12203,MH,Stevenview,MH-377543,0.66674941456651,0.33325058543348995,0.38304950150083217,0.6169504984991678,0.5314250355011639,0.46857496449883607
give_me_some_credit,gmsc_observed_behavior_enriched_context,42,4460.0,0.815960547,3214.387144380816,50.0,0.0,6.0,3.0,male,own,2,unknown,unknown,radio/TV,male,35 and over,Lower income,good_watch,1,Weeks,65192,MH,Lake Ivanmouth,MH-596324,0.4868679870559935,0.5131320129440065,0.5148460501184136,0.48515394988158644,0.47897055496387886,0.5210294450361211
give_me_some_credit,gmsc_observed_behavior_enriched_context,35,2600.0,0.599384852,535.7051896154392,12.0,0.0,7.0,1.0,male,own,1,little,little,furniture/equipment,male,35 and over,Lower income,observed_good,1,Bruce,59502,NE,Jimmystad,NE-573569,0.5527999260952574,0.4472000739047426,0.5468351795675056,0.4531648204324944,0.5766051766806364,0.4233948233193638
give_me_some_credit,gmsc_observed_behavior_enriched_context,53,2010.0,0.194927897,1264.9947776381946,12.0,0.0,7.0,0.0,male,own,2,little,unknown,furniture/equipment,male,35 and over,Lower income,observed_good,1,Garcia,52927,MA,Gregoryfurt,MA-811033,0.5811380826968888,0.4188619173031112,0.7202974306593158,0.27970256934068416,0.7653710751982786,0.2346289248017214
give_me_some_credit,gmsc_observed_behavior_enriched_context,35,3958.0,0.134124779,4274.113404301312,42.0,1.0,7.0,0.0,male,own,2,quite rich,unknown,furniture/equipment,male,35 and over,Lower income,good_watch,1,Simmons,16537,WV,Matthewside,WV-604574,0.37831236770652354,0.6216876322934765,0.6369105320184184,0.3630894679815816,0.4935587109544669,0.5064412890455331
give_me_some_credit,gmsc_observed_behavior_enriched_context,33,2307.0,0.141247834,1655.9534749235766,29.0,0.0,5.0,0.0,male,own,2,little,unknown,radio/TV,male,Under 35,Lower income,observed_good,1,Gonzalez,89890,ME,South John,ME-310592,0.5603649250260074,0.43963507497399257,0.5131389932124679,0.4868610067875321,0.5508689764017717,0.4491310235982282
give_me_some_credit,gmsc_observed_behavior_enriched_context,52,0.0,5.0,14704.463589685418,31.0,0.0,7.0,2.0,male,own,3,little,little,vacation/others,male,35 and over,Lower income,good_watch,1,Elliott,94256,GA,Colemanside,GA-608259,0.5749897784186886,0.4250102215813114,0.5594390716716977,0.4405609283283023,0.6106620483673095,0.3893379516326905
give_me_some_credit,gmsc_observed_behavior_enriched_context,63,5400.0,0.0,823.2403258723572,6.0,0.0,7.0,0.0,male,own,1,little,little,car,male,35 and over,Higher income,observed_good,1,French,75616,ID,Virginiachester,ID-967680,0.6540016987305268,0.3459983012694732,0.6256553949347482,0.3743446050652518,0.742551031785913,0.257448968214087
give_me_some_credit,gmsc_observed_behavior_enriched_context,66,5400.0,5.0,10256.44822101467,47.0,0.0,8.0,0.0,male,free,3,unknown,moderate,car,male,35 and over,Higher income,good_watch,1,Hopkins,57741,MI,New Natashaport,MI-620976,0.44404966106001614,0.5559503389399838,0.6297220718732391,0.37027792812676086,0.5536064664500399,0.4463935335499601
give_me_some_credit,gmsc_observed_behavior_enriched_context,46,6700.0,0.636472168,6968.504074004926,47.0,0.0,18.0,1.0,male,free,3,little,little,education,male,35 and over,Higher income,good_watch,1,Freeman,01532,MT,Bakerton,MT-633157,0.4582978152533521,0.5417021847466479,0.741662207122219,0.258337792877781,0.6892038327036001,0.31079616729639997
